14.08.2019,9’775.3600
13.08.2019,10’618.3400
12.08.2019,11’038.4900
11.08.2019,11’204.7600
10.08.2019,10’996.5000
09.08.2019,11’542.8100
08.08.2019,11’686.3900
07.08.2019,11’663.6500
06.08.2019,11’194.1300
05.08.2019,11’457.1400
04.08.2019,10’757.4100
03.08.2019,10’627.4700
02.08.2019,10’337.5100
01.08.2019,10’303.0200
31.07.2019,10’023.9800
30.07.2019,9’507.6400
29.07.2019,9’443.6300
28.07.2019,9’475.6100
27.07.2019,9’423.5200
26.07.2019,9’802.3800
25.07.2019,9’802.9800
24.07.2019,9’634.4100
23.07.2019,9’712.2400
22.07.2019,10’152.5500
21.07.2019,10’403.6200
20.07.2019,10’561.3800
19.07.2019,10’347.0300
18.07.2019,10’459.2300
17.07.2019,9’557.8400
16.07.2019,9’313.0700
15.07.2019,10’698.7400
14.07.2019,10’117.8100
13.07.2019,11’201.0800
12.07.2019,11’621.2500
11.07.2019,11’250.2600
10.07.2019,11’968.8000
09.07.2019,12’499.4800
08.07.2019,12’229.5700
07.07.2019,11’372.2200
06.07.2019,11’159.9000
05.07.2019,10’878.6000
04.07.2019,11’003.1800
03.07.2019,11’811.1400
02.07.2019,10’676.9500
01.07.2019,10’456.1600
30.06.2019,10’524.0200
29.06.2019,11’606.3700
28.06.2019,12’089.1700
27.06.2019,10’904.2400
26.06.2019,12’629.8300
25.06.2019,11’452.8700
24.06.2019,10’725.1100
23.06.2019,10’591.9700
22.06.2019,10’430.7100
21.06.2019,9’956.6300
20.06.2019,9’355.5800
19.06.2019,9’215.7300
18.06.2019,9’086.4600
17.06.2019,9’316.4600
16.06.2019,8’962.3300
15.06.2019,8’838.9300
14.06.2019,8’690.4200
13.06.2019,8’185.3000
12.06.2019,8’123.8400
11.06.2019,7’860.4800
10.06.2019,7’936.5800
09.06.2019,7’585.3400
08.06.2019,7’850.4100
07.06.2019,7’920.2800
06.06.2019,7’693.6100
05.06.2019,7’759.9300
04.06.2019,7’627.0700
